combo,TE_medio_por_lote_s,ME_s,TEC_medio_por_lote_kWh,TCO2_medio_por_lote_g,CO2eq_por_s_g_s
SLM (codegemma-7b),39.93796385766473,3.9937963857664727,0.00019906927912812216,0.01957806546369256,0.0004898798234702239
Baseline (CLBG humano),31.520618981331307,3.1520618981331303,0.0001499433715595049,0.01474663070613419,0.00046727109196075385
