timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-13T23:21:28,BubbleSort,0130b43b-3cf5-460e-82e0-283762a52b8c,922f11ca-1de2-4e5d-b278-9a888492cbaa,2.871507233000102,1.6225405959234776e-06,5.650484098653217e-07,4.6518417495,8.606512697538427,10.0,3.060582930395601e-06,6.858616598000083e-06,6.5787526000001936e-06,1.6497952128395876e-05,0.0,Brazil,BRA,pernambuco,,,Linux-6.17.0-20-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,8,Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz,1,1 x NVIDIA GeForce GTX 1650,-34.8815,-8.0567,15.450271606445312,machine,0.0,20.0,50.8,7.851573944091797,N,1.0,0.0
